Year,Month,Rainfall_mm,Maize_Yield_bags_per_ha
2013,January,0.0,14.745725028116492
2011,September,203.6053099081687,23.7908997007796
2014,January,0.0,16.97223693859187
2013,December,0.0,14.300858705938658
2015,April,19.628438817314148,22.55762699303959
2019,August,260.30254274672313,25.39059782489889
2019,August,249.53319478488547,23.882510992056446
2012,November,0.0,13.922039307073737
2015,August,235.7913838019629,20.316412319943556
2018,August,225.6387631467685,20.41345804768468
2010,November,0.0,16.917531941697632
2022,April,35.60161777936493,19.574301087777496
2012,July,231.54905488202147,20.338678165191183
2019,May,70.64696950897746,18.874609262219852
2014,July,232.6671045294649,23.848355834161552
2012,January,0.0,15.957951787336524
2023,April,15.515897458007908,16.90458542676868
2017,May,114.10375829006807,21.336842130151126
2013,May,103.28056867438552,23.20629220017015
2012,December,0.0,17.05051264173192
2012,May,110.18521231835511,21.644787034313197
2010,July,243.26759124213115,24.36158693469371
2012,March,0.0,16.450042664575598
2013,September,201.21788026865414,28.53006294778354
2017,October,30.045812961053187,18.00925055735177
2015,September,183.37246232731712,26.204802860233336
2023,September,172.74242164931684,25.67682368739488
2010,May,87.54927352977488,20.96753522029626
2018,October,31.302526946889692,17.436566559883847
2011,September,213.26750795436388,24.617604507292942
2021,February,21.415206268117117,20.7845426030374
2022,March,6.9563337723386365,14.899167729422238
2016,June,202.00878322774184,23.766091745621697
2014,April,11.433659750542459,13.435831081233264
2020,November,13.893862366265884,15.950620160822018
2010,September,199.73147368723792,22.811276826625672
2024,May,103.53921444573209,21.722242005457108
2022,March,0.8743691744726361,17.129854576885318
2012,February,23.86138968348794,17.642160165494637
2015,March,0.0,21.265621140121283
2022,September,223.18788455409702,25.885791638099192
2024,August,231.70194327613544,23.970888395037452
2010,October,44.84869355335225,22.047949187922068
2010,November,3.9375433627775074,14.132275692140182
2010,December,0.0,17.52237628513981
2019,July,270.0014677023072,25.626583870401657
2018,May,108.35548097580966,22.954869130532455
2020,November,0.0,15.874320047616445
2018,November,0.0,15.559964192642708
2011,June,195.8084602054981,22.272503451881043
2019,April,27.361128352767786,19.274845086741635
2020,July,256.2350817308949,25.149617701191907
2013,September,206.06077467382434,23.976191983942226
2022,August,241.93744728125864,24.031375521791148
2013,March,4.615491736599277,17.768517590304995
2010,July,255.65503129533735,27.437581751050363
2016,June,228.09703469827008,24.46530174119787
2018,April,0.0,17.753664932254534
2019,December,0.0,13.677032156337987
2015,September,191.0233208751595,24.070259825435766
2020,October,62.18404715158089,17.716948818073277
2011,April,2.8341888131259765,16.269999712343907
2024,September,206.34416045619963,26.07487885282943
2021,November,0.0,13.32346870146752
2010,September,189.4004774931812,25.453234811439508
2014,April,41.282160539088245,15.132333933047512
2016,August,239.6890686456245,21.26580764321497
2018,April,0.0,17.213913290689636
2019,May,105.16936861749008,24.218980013963
2010,June,208.8153875959649,23.791464237776022
2016,December,0.0,19.65146123344515
2016,May,93.30143418610639,24.21527183185237
2012,November,0.09572311444972466,11.593818287329348
2011,November,0.0,14.122031560120192
2016,September,212.84151877504985,26.25301370663642
2024,July,259.7111574633605,21.119747054882772
2014,July,270.2380873518347,20.62733967695203
2021,October,56.19236598004953,20.38079634769913
2023,March,0.39189269528120496,17.999462613716197
2024,September,186.42334219751058,22.288411691080245
2014,September,197.29993229309628,24.110560234223232
2014,January,50.660743786239685,21.33442199350133
2024,July,239.85989137172064,21.812814883115568
2018,November,0.0,13.229561828525135
2014,April,20.724126576386976,20.244016146733102
2015,April,35.825337135818785,19.222289639692665
2014,November,0.0,15.81762471282431
2021,September,189.22043003773135,28.41122309250354
2019,February,9.1621472808738,16.071652707001988
2012,May,63.76266362468998,20.555794796666383
2021,October,65.54726206947412,18.93472607998482
2022,April,7.739194982607808,17.683286551895325
2010,February,0.0,17.39560201508384
2019,June,187.01784164740346,24.208088528601184
2020,October,36.14182392311609,19.547540073605447
2015,July,282.8980797754407,23.38659003247938
2011,October,40.03572107089197,21.394241358139404
2013,February,7.249806810986258,18.796181188802645
2010,April,31.100146032465442,12.462366915590598
2013,September,181.9388055056746,26.88764275563413
2019,October,55.27485908217526,18.285579871492928
2024,October,43.49615726759281,15.597537035607111
2022,May,95.67440068710405,27.288137442187804
2023,September,209.07400086098488,29.127244744557483
2011,February,25.235956346849704,19.86938592434312
2014,April,48.61118031617536,20.57561993731188
2010,March,0.1915901773967965,17.365995760364058
2024,October,74.80760355682827,20.720438633738357
2010,October,42.17646376489956,19.579113922757347
2017,September,209.47248300397493,26.335593920997244
2012,February,0.0,19.103212134126643
2021,September,187.38252605904725,24.45351949891909
2017,May,83.4601846001827,27.600676884644933
2021,March,6.63106005431951,14.28101303727018
2024,July,258.9588532494367,24.667921406680243
2010,September,194.18409464630173,26.620856863286193
2020,August,230.62062058753702,23.245429281501284
2021,June,164.84675018150907,22.283211537542396
2019,March,30.114462085060286,21.54315491262938
2022,March,3.9868297297344375,19.031672061802826
2020,May,94.59888270087542,22.325174144082535
2018,August,243.84765972698335,23.527199713569075
2018,May,93.7720551465973,25.05621867220667
2012,December,2.2520348093430465,16.94666179004191
2012,December,15.470707879159963,17.65540520157405
2023,October,38.44593011137642,16.283001811461922
2020,May,99.23170952210958,22.700432366333867
2013,December,1.3108714338018257,15.388950521178637
2022,January,38.75360490249851,16.35438425030548
2010,September,167.15080595268313,25.615223130739537
2022,October,47.35366168117707,20.35362041864241
2018,December,8.758245334260018,18.77108782805735
2020,May,74.39161269424092,20.540624763488708
2012,August,249.43141888321145,25.094710612933664
2022,November,32.90174325432579,20.420038800942848
2018,October,52.148171061705845,18.31530144525463
2014,December,0.0,14.094594354085789
2013,May,106.8285044277064,23.907774561885805
2021,June,175.14525643736732,24.121126501301458
2014,January,13.163213301771309,17.35297069121104
2018,May,105.52966924019155,24.102094371071942
2013,April,43.396461019132886,19.873928069019556
2013,September,191.20965803193954,23.13079298777497
2017,October,56.74414187314568,15.560990001673659
2023,July,243.2356649725093,23.38869548280268
2014,February,0.0,13.42346832268801
2017,April,31.14486295222362,18.814067950496238
2016,January,1.5268250056099124,16.056892810090588
2018,May,98.38941381923385,25.487638792686152
2018,August,244.85143772555472,20.82186107984105
2014,November,24.451949473116155,18.482121727843488
2013,October,44.16119403807399,16.957542201861425
2022,December,5.938713314370681,15.676456533254198
2010,January,23.612201790486132,16.971042410020456
2015,February,0.0,17.071592436471857
2023,September,210.87922839075247,25.051244711417915
2018,January,10.145355715123625,16.26944570297296
2023,July,249.5079765151387,25.880574125359125
2011,February,21.379775010322547,17.11333839060198
2022,August,263.2854381888923,18.18934999012224
2020,September,227.78109967132903,20.903171764478085
2012,May,87.59360762841555,22.356482524270497
2011,April,16.80278993907758,19.022823268552457
2019,October,37.132450720846485,19.39819264385672
2011,November,0.0,15.870281958674834
2014,February,11.028416103031851,16.620452455970913
2015,March,0.0,14.259872099807836
2014,December,4.309087710411404,17.627242013167717
2019,October,44.02580998703228,17.715770805949386
2013,September,206.20190248507757,24.729030305733364
2017,October,65.45747200978929,19.252408357741242
2010,August,216.30841611864855,23.53850151203385
2021,September,185.50471086102476,24.833332647340352
2013,February,2.4473217859441565,17.024547840377682
2020,September,192.67774606366225,25.25273142397139
2016,July,248.36451837661417,23.987797972964447
2021,August,242.6380633431754,24.844143287005533
2024,April,7.065172992612887,18.826899535685293
2017,October,49.45193924947197,17.26406287448557
2012,February,14.821100354876595,15.112418368712904
2014,August,252.9800180176331,27.82138624312854
2018,July,234.20141862663226,24.783406532106138
2018,September,170.6674161694306,25.88168132259631
2021,September,183.71429300300466,23.746191971377385
2023,June,178.48070265240258,26.463609972780347
2012,August,258.1095653620989,23.216439169000214
2024,June,182.03359941996422,28.17780541422746
2024,May,85.74384808368015,18.01066874792341
2024,December,6.875835149356026,13.798857716147083
2011,May,111.82913190248762,22.843544429502632
2021,October,62.05569860816294,23.629743223861766
2020,August,224.86711703068917,23.26420828102152
2010,November,0.0,18.355102638068686
2019,November,0.0,14.090992608101987
2014,December,7.1721086333371264,14.88469853830475
2014,January,2.2878882434642485,12.42244675857351
2020,November,33.21494913834895,15.840826192443945
2010,September,192.17370944014687,24.890578167855875
2021,November,28.690322015351935,15.481922842589153
2015,January,29.755562032181267,19.74233630012433
2021,November,6.25642986634869,13.974684177127989
2014,July,254.56711863057112,21.8849502009007
2021,May,115.99991879797619,21.82907282362484
2019,May,95.30262258315874,21.7373601015864
2023,September,182.18715556359507,26.48120453897802
2024,August,251.0318812111445,25.904361953283754
2011,December,0.0,17.40834140468209
2012,March,40.58173358035341,18.26548191820824
2022,April,47.427229181634544,19.201015587142688
2017,August,222.41385393658038,23.84905461346034
2011,November,15.723059515129139,15.227573082815997
2011,February,2.994920114902694,16.78783937304748
2018,August,243.0459017510786,24.976810186691488
2021,November,3.567443111375038,16.620716500025782
2010,October,46.51548221285688,20.11802693740095
2015,August,229.089404914561,26.853936342547062
2020,September,187.4858792477403,27.240883458665255
2015,June,191.49589558525702,25.364351336922503
2013,April,11.57553173663949,14.457968684725223
2019,August,216.82859418592048,22.48244807790172
2019,May,92.14136720176117,23.108016550505038
2010,February,27.155689699248953,17.100070123012625
2010,May,83.77058853599239,19.336540538781794
2020,June,202.20095426856156,27.61852431952826
2019,September,215.99495401934433,26.03117448183806
2013,May,106.57814975901398,26.778017131575748
2019,October,57.98122192125216,21.82568469089913
2022,February,7.188242072220014,13.316742154863595
2022,January,0.0,15.261681922930691
2013,May,97.91178058751954,26.831028979817326
2015,June,196.21915751386604,27.278768566913406
2024,December,0.0,14.656648228469534
2014,August,223.06488544164827,22.95896866681617
2012,November,7.904720870456297,16.1300848311856
2018,April,33.14407929845851,18.892509463160867
2014,December,0.0,19.57659372757392
2021,December,0.0,17.60600193941061
2014,February,5.981861901829835,17.334505242620985
2019,November,13.920234887275303,17.142237427181822
2013,August,207.68275615955096,24.80660442513548
2010,April,37.45690071639963,19.959401120043154
2020,July,252.6875831284387,19.970440709768855
2010,June,184.19317393987413,25.817440449995868
2023,May,103.15574915180338,25.657821893739637
2023,August,240.82699867280857,24.70167104308507
2015,January,0.24561362896940556,13.332622701109162
2021,July,212.1631300335788,25.551679304193083
2014,November,2.6092081261921702,14.32340200331468
2023,October,28.712404152262028,19.393098031600925
2019,February,8.011198887066719,17.239705132257058
2015,February,39.96072795617638,14.83383892499138
2015,June,184.50598786946455,24.575157595372247
2013,January,21.82239261219976,14.221147317908308
2024,December,29.037915385209068,18.434846505759594
2017,August,241.55999007399214,23.466990760189187
2018,August,236.45605451729958,26.14004769104022
2012,December,0.0,15.970828363287708
2014,October,47.237275014395365,18.187950759290818
2020,February,50.789627635258434,20.82950537151637
2024,March,12.198983169917158,18.8283991865744
2013,October,31.67975082022179,21.904914923218616
2023,May,59.36564232257386,19.096672704249407
2018,December,0.0,16.443446729941012
2012,March,6.280773992122316,15.612859673170389
2014,May,96.82003983058414,20.968282220819184
2018,February,0.0,16.733023244672122
2019,May,107.40559168804278,26.588004314865167
2012,May,85.14974354777188,23.686659075885814
2016,June,190.744399074529,27.34631733694514
2016,June,210.32944165017213,25.146456289205553
2015,January,0.0,17.201864357216525
2014,February,21.703567848848486,16.113791066292396
2021,July,226.08301989780853,23.785840781765863
2013,September,219.73120723022313,26.819403669074795
2015,February,0.0,12.94448516820016
2013,May,116.12025774519229,21.504541749322144
2021,March,10.63942985463012,15.162956753337928
2019,September,221.25567386782524,22.948541213837732
2011,October,70.15042295308743,21.749638434905055
2012,July,249.7829228135143,19.598485942378133
2015,August,209.95629970191422,24.2896541519161
2019,July,249.70359095124917,21.29202716707483
2011,June,178.66959884285487,26.122414269480586
2012,March,11.44281720685696,16.201060717875833
2021,February,23.703025817791126,15.322972167005489
2011,November,0.0,18.575755211567348
2017,February,13.024831949097264,16.888413005485837
2023,October,87.5891987895161,19.63938881419339
2022,January,11.946455499631657,19.85537441387502
2010,June,190.12713110252182,26.688493938399393
2010,December,0.0,13.906535208865298
2021,October,58.77449624071451,22.18844651771342
2018,August,259.81404768609366,26.228172511467577
2024,January,0.0,17.667223510345178
2021,May,91.86542734826277,24.473871754225232
2010,October,56.11233196778273,21.28690952702559
2020,July,252.35261811033055,20.22011957617858
2017,August,226.1381721170884,24.566463601743223
2014,February,0.0,16.942422206399513
2017,January,13.073339494322129,17.29498810948223
2012,February,0.0,18.04027787773703
2024,September,227.55815959577538,24.615620091650776
2024,April,26.658030676768544,18.34934944281403
2012,November,7.955537834981989,15.881093398252114
2017,November,0.0,17.09143520099473
2011,September,232.1843624284466,21.38289522657748
2024,June,193.4428127339555,22.584866265275778
2024,January,23.88037347864125,16.512522725809642
2017,February,0.0,16.556373997697147
2022,November,26.164666721146666,19.22760280761676
2020,January,3.071968159228758,16.4272233102373
2023,September,218.22260994238331,22.813311086729424
2014,December,0.0,14.374619702980935
2018,December,0.0,14.623249481166397
2010,December,16.61581643973673,18.12488686548931
2012,September,206.664657501623,25.07965003540298
2015,December,7.8498567409288285,14.508117768068175
2023,July,241.35735171109155,24.254591091237778
2021,January,4.1627378832283535,16.36475288522707
2010,May,94.92497076975434,22.073825018181196
2018,April,66.36656924566446,22.939807570364685
2020,April,25.197212139289334,17.344412064752753
2023,August,236.23171759584184,23.789796993412534
2023,July,250.39243265380026,19.752600539397896
2023,December,0.0,14.006235222122086
2010,August,246.10709155167854,23.210409439669696
2021,March,25.171818391492263,14.843676679949345
2014,November,0.0,18.320183481982205
2016,June,196.9667898701272,26.6833235780532
2018,June,225.76870414904195,22.983958880351594
2019,September,195.51028493311952,24.38297551652629
2013,August,213.68110493275086,24.03888134364077
2019,August,256.21593281071,24.33851855936248
2010,July,255.28624754082014,22.548576318087704
2019,April,9.158541459915378,18.782470156966205
2018,November,0.0,15.86816407758643
2015,March,5.450020210163077,18.783125399124494
2023,January,14.571185365085395,14.19947494521188
2010,June,177.1867024983744,26.155445243288472
2013,November,0.0,14.369656432092473
2016,January,15.234418259917062,17.230609686333434
2020,January,0.7868608033416593,16.92445250329385
2012,October,47.373365075846536,22.860090683553707
2019,October,41.179285651504884,20.53250091301623
2012,July,267.50749257989764,19.94814064416955
2013,May,91.84997236221326,24.953286574008345
2022,November,17.358668215965377,16.72134795787819
2022,August,231.9799335948471,26.10129759570411
2023,August,260.7532365387241,20.714347739531473
2021,February,0.0,15.7305133639672
2024,June,204.44040950143338,24.222661744560565
2022,August,253.18940729973525,21.972719984059275
2013,April,0.0,14.43219785533481
2021,July,246.9484821976965,23.1036902996345
2011,January,0.0,11.648702048242367
2014,February,4.288667934481532,17.53296987842782
2022,April,37.84296159120524,21.312839697529046
2019,January,0.0,12.972587352739273
2010,March,10.449519224698431,17.64599036385508
2011,December,6.002544078007461,11.889339051326754
2021,August,229.996731226748,24.19072047942014
2014,April,26.308272919456407,19.448270633304887
2021,September,199.1638028342306,25.55139221135569
2022,April,20.272981875416562,18.717422652745665
2021,September,201.69298477236367,24.990299643594373
2017,April,14.974468012939289,16.992554987801245
2019,January,7.268870682589123,16.584137867215688
2024,June,200.7123962751788,27.55674271486436
2010,May,100.97745884119881,21.828634355695357
2011,June,208.25410178991254,22.028115044275744
2017,October,36.77879928891069,19.518000829502302
2023,March,10.745950016798682,13.915817522277207
2011,March,0.0,14.067832335560684
2019,December,0.0,17.16719555254589
2024,November,10.597581953208792,16.352601868262642
2020,August,234.81057109327608,21.3994410484884
2023,July,267.30277408172924,23.8976954918602
2014,November,0.0,16.719198995249783
2020,January,0.0,14.705780990275315
2011,September,203.52817292434403,23.350931023827197
2022,September,191.84365220734836,25.200840499116502
2019,May,89.50823210672179,23.881542403599767
2017,August,271.03599755517394,21.00513787952602
2010,August,218.02312055543933,20.562792356015432
2012,August,240.74297787757527,22.566758011316956
2010,February,15.117907516006209,17.109364017482115
2015,December,0.0,11.650232341037189
2019,February,16.43899860519143,17.245197316258142
2010,May,90.61273002450173,19.288687619633606
2016,September,204.07086894147486,27.36997707136859
2010,February,16.169736603283834,15.252945657478651
2022,March,3.66828248356727,12.939909457444124
2018,May,112.86941070758189,23.81173386343488
2022,January,0.0,14.678651279112636
2011,December,6.949522653513462,15.349964445094901
2024,May,92.86156417839739,20.27326348667479
2019,February,20.49811480622484,16.070806185851257
2011,March,0.0,14.537485258659213
2022,July,260.7172457335553,22.27155897915676
2013,May,123.0697747768528,24.88562073390955
2016,March,8.081372434205491,15.876399116932877
2019,August,241.97570688353565,23.320856256646817
2017,March,0.0,16.3417343241343
2015,May,82.96253155314152,20.023331257778963
2015,January,0.0,19.37130909535431
2017,February,19.9551435250587,17.924677578134922
2023,October,37.13727994559853,20.12375756694697
2014,October,51.25142980320007,20.4554795839474
2020,June,180.35069526204666,25.320500818685108
2010,November,0.0,13.748777685939626
2011,July,257.01159503710875,20.145348651892103
2018,June,203.47164396471226,26.203696845984126
2012,August,229.8053448667314,22.61517136454685
2019,October,49.654614781003964,20.4670965865579
2015,October,50.707175122786616,20.852134550964827
2016,April,45.444694788060986,18.553027413497155
2018,September,171.27230043944868,26.628995344175532
2017,May,122.24971863891295,24.785008226916833
2022,January,0.0,15.0322152735296
2017,November,0.0,16.565710987925897
2016,March,0.0,14.679742426343601
2010,April,3.9349326055914027,15.953976983290632
2023,February,6.504874842933635,16.323356670520692
2014,August,243.3352583244955,21.823275460442606
2018,November,9.403155952935327,16.171483736668215
2019,August,228.17206488201148,28.785688761912567
2012,July,253.14645250075688,23.088357839167745
2010,July,267.2280679005273,26.401010469875512
2015,January,0.0,15.974794972869525
2018,July,231.1799577299559,23.919798076491954
2014,December,0.0,15.64965406724331
2011,May,101.99140717955515,24.294054731508332
2024,March,6.564639844499387,13.55456750106121
2010,October,38.922993413883724,17.936368224882923
2011,March,0.0,17.381548580944227
2016,June,177.5559151972063,24.28337783850163
2019,July,260.2951424732108,22.466052079568808
2013,October,59.90623474764236,20.39416217839768
2022,January,3.8517488598708427,15.234592998463114
2018,July,256.00598209092533,20.176814391105314
2015,May,91.55031987417182,23.24614157908022
2024,April,27.005428720092894,20.96370359317088
2012,April,13.134629997016354,19.605748011851954
2013,July,236.11464260010493,26.71263688884803
2018,March,15.262006900475587,15.03150092959787
2016,October,57.60558855877733,20.403410743322627
2013,June,204.383768905125,24.375086367327818
2015,July,241.39130661507403,26.607521407153893
2011,October,51.5191865831649,21.700648823508054
2012,October,49.619727724337004,23.233621898852242
2014,November,0.0,14.051712937505632
2024,November,22.867757716738545,16.702944748719823
2011,June,219.0161145924659,26.327003999821898
2024,March,0.6802544015874981,11.72674170752187
2018,July,245.71022543592247,23.907909989014925
2023,October,70.5082659995656,24.58036240815366
2012,June,184.72519231284377,26.595665295258357
2019,September,208.48103234020024,26.90347464387183
2023,January,7.480348682033167,12.186095590814604
2010,May,94.66866351208361,20.504153754121965
2022,January,0.0,17.24000847226779
2018,April,23.57726253812459,19.955759894274827
2020,November,5.12630881070309,13.22910575961132
2021,September,159.187294901409,25.167666915302902
2020,February,8.79110300473252,14.252362598135402
2013,June,169.49059125522933,23.497379271405183
2011,December,0.0,16.61175564741278
2010,September,199.8294662235197,28.098172175132543
2014,April,3.4659391593190847,17.412835393044496
2019,November,0.7094811469309188,16.745811203056356
2021,November,0.0,17.42336074778118
2020,November,4.428371375178641,14.393490996772845
2018,July,245.8196395663022,23.22122079633442
2024,November,7.337675259566906,13.69676298581975
2022,August,242.5597244682646,24.616498767635107
2017,February,12.495349607895498,19.276540117883645
2020,May,108.61034161106579,23.45609340905189
2020,December,3.250336462465097,16.21919803477446
2014,June,201.04949406250236,21.215759648584587
2016,January,0.0,12.311121863613149
2022,June,214.1742142118923,24.527937884894055
2010,April,16.09988575480566,18.734620429190144
2015,December,6.33487196174812,13.69485796227886
2015,March,1.936419562089468,14.81767445003676
2011,July,219.83200667090918,23.143470906896184
2014,April,16.246895169753017,16.725574334552558
2013,August,220.76652864484038,26.804758208769776
2014,September,195.4684541166284,25.003324231493654
2014,October,59.00962457509755,19.032246208555005
2017,April,25.845339596990442,17.13675291077347
2023,February,0.0,16.4268949867108
2020,June,217.37510788202712,26.030589140213714
2022,June,208.84466347710645,23.709134403543146
2018,August,219.03570406247314,27.523139186703787
2023,January,30.817723341071396,21.40900804679703
2014,June,189.96321091530376,22.660951651019463
2022,November,0.0,11.912534864771903
2016,December,0.0,18.49135591616491
2016,July,243.87506052191634,24.380638793693006
2012,September,217.63395446456312,23.766915017742956
2020,June,225.53297185079393,28.362213357325352
2016,April,17.03332991979276,15.877490804852238
2024,November,10.458570695854695,15.681661239814535
2010,October,35.65167174398995,21.31154534595451
2014,March,21.246710809156202,17.75024115885362
2013,May,78.05702869407733,19.423236677961178
2017,August,244.60843932628728,22.747982801336374
2018,September,191.88360601787588,27.001560282523577
2023,July,256.9976897613384,25.97769209242023
2017,June,180.14065164934112,24.313610927760635
2013,October,64.38472543190169,21.886089167988757
2016,April,41.98570573881433,20.126689785684196
2012,June,222.7216365615833,25.532494134296275
2024,April,34.9325117138299,18.039597259133657
2012,March,3.214308178259836,17.445934557811565
2010,May,121.19467255889582,25.421053937984862
2013,September,195.7524234209807,27.680228405966524
2017,December,0.0,12.435530996986254
2013,August,253.22451335502583,23.419667905682143
2023,May,106.08270476686248,23.48968508448904
2014,June,203.56418541905808,23.204613107674493
2011,May,105.55729129119536,25.32631399244399
2018,July,264.3082590589685,26.894743825631156
2023,May,100.6614766525358,23.65944178760752
2021,March,0.0,14.217177197723151
2011,November,0.0,17.38063910455271
2016,November,0.0,16.872680039497666
2017,February,11.975674245549298,16.176011556199146
2024,December,3.7334095369988463,14.896713981458904
2016,March,0.0,11.870428188419773
2012,August,239.28068689008165,22.985803756254576
2013,August,235.2602851597638,24.917636390398556
2022,July,255.87947929185765,23.73708039600362
2012,February,26.93122785674212,19.122109150027352
2023,December,0.0,14.354287428571242
2012,September,201.69233355150268,26.006367019330906
2023,October,73.96766460547248,24.009489245114917
2021,December,0.0,15.075987439745477
2023,December,10.065267073766549,18.472651519704858
2016,November,14.084542030571882,16.613862576375784
2018,July,227.18966021357227,22.334068038187095
2022,August,247.08950271479122,24.334150746493297
2011,April,2.5198093984842274,15.639373804993433
2012,October,62.46836535457675,18.553441142258137
2012,September,213.5749580270662,23.906754360924573
2018,September,215.86419668864977,23.547222927211553
2022,June,179.6006177567373,24.083678168463692
2019,March,1.5727781538401977,14.67215813773542
2011,September,193.7599786764033,25.611129195399858
2017,September,194.43230945305402,24.80528774525137
2015,April,0.0,16.063396032020947
2018,December,0.0,18.500585960965743
2015,April,4.906522491190627,12.186091583162593
2019,April,28.27102740895063,18.786549699565377
2018,June,179.8735046920328,21.940497289672937
2011,August,266.06095096026434,25.606274597158055
2020,November,0.0,14.363553941487
2019,July,270.9628808217585,21.56560117822623
2019,February,4.64081648960021,15.209228372311044
2016,May,80.18654539347762,18.60163079539742
2016,November,15.78820966102123,13.224472561604834
2010,July,249.70907178163134,25.315352578918308
2015,April,0.0,13.431463194809858
2024,November,18.19768782587385,18.211786972986072
2021,September,187.74071439681668,27.386522408910416
2015,October,71.09803585181453,21.980214047431613
2011,September,183.49759658189507,24.169432638501505
2022,June,199.29580115933086,24.51111195899089
2023,July,260.0843576735228,20.01640053658711
2024,March,0.0,15.641742222964867
2020,April,11.62683379289643,15.241045841023043
2011,January,0.0,15.319091689596364
2022,November,0.0,16.586957963903483
2020,December,1.0335919968145815,15.126099285450218
2010,March,20.65500955185506,14.757817598827081
2017,April,27.045838282713643,14.639212994417967
2019,August,230.4245717999879,21.811894502389734
2011,August,254.72913803177877,23.19384631151742
2024,April,18.79745133110535,14.990655515336893
2020,May,92.50459756100666,21.176435758993357
2022,February,17.75182522281324,15.12047666377821
2022,March,22.94691547807614,14.249137693396644
2020,March,0.0,18.634401019932195
2011,September,190.47291878056947,22.337338062855853
2017,December,3.28607343806503,14.680871963289832
2021,March,0.0,13.088258378402566
2023,June,236.52560408438916,23.538353024500193
2013,December,0.0,18.26741951801107
2016,January,9.16606357665856,14.711796987792145
2020,February,0.0,16.626945592316464
2022,July,242.29622508765817,19.983798465058147
2016,October,79.80859946907003,21.120524053463317
2023,June,217.4335760472364,27.13648813122616
2019,August,227.9848568327578,26.375615783148216
2017,May,87.22836175204478,18.684625767429274
2015,April,12.631027509667863,17.391563117811693
2010,January,0.0,14.665903318149798
2021,September,214.15349067392918,24.863049683015934
2016,September,184.3505253307257,26.39838252613867
2012,May,99.96513350431368,18.035116440581213
2018,April,25.42529370657173,18.61565546772232
2016,May,97.3018169437129,24.731704317895797
2019,May,86.91409623510246,23.07350393372347
2021,May,73.49560943248972,22.411225203750632
2017,October,82.29589543309845,20.146459680298907
2012,November,0.0,13.859969114216897
2023,September,198.94997338702393,22.76619700688189
2010,August,249.3187106803647,25.252154795821898
2021,May,105.01520820180676,19.77635344841834
2013,November,14.927514977379092,18.70005723504434
2023,May,109.45242058519457,24.252596208925166
2022,January,3.3028397130769918,17.698212860214024
2023,November,28.852702314051818,16.24026739394091
2017,March,19.17188093692158,17.06786063957478
2023,October,51.05490421957099,16.938887301488723
2019,February,7.728158857269074,14.102193908851277
2023,August,236.04218355741082,21.861409331078946
2017,March,0.0,14.467779285953196
2012,December,1.4513237765820046,12.206611341076854
2017,November,0.0,16.003828541461054
2024,May,85.03842824394852,24.44374954734595
2016,December,3.3790458302257003,16.855035864860362
2019,September,218.16038480631343,23.94371388581708
2011,August,234.38269941875586,25.8561617723764
2011,May,104.64270345894529,22.921722737764462
2011,February,32.87186950433913,18.081505345375678
2017,May,97.49160456333672,23.00015470640868
2022,January,0.0,15.435170778972783
2015,May,117.95140266097737,24.734928101230302
2014,July,246.46595139598398,23.35114862917667
2018,May,101.96300542609526,24.67260150034008
2017,May,106.1385824633463,22.699617576198875
2010,March,7.871723911651718,17.07143645355256
2017,March,0.0,15.61646108236739
2011,August,210.58044170546458,25.684518395171974
2016,October,62.905145818440225,22.381730788832698
2018,October,47.07429721745649,20.31732093197814
2016,October,74.3593076831175,24.479552534625448
2021,April,18.56240951160159,17.460010574649175
2014,November,16.663667171016495,13.99476868286951
2019,July,241.15386385984462,26.54920239157699
2017,January,14.628008125271492,17.53415884631523
2020,December,0.0,15.180179533917677
2016,October,44.151269056251,20.125614495926296
2019,June,182.8597997280768,22.946099673705373
2010,January,0.0,17.723609369953405
2010,February,6.003442328354138,16.231850942930354
2011,March,2.9664282528872836,13.46286647641697
2021,May,78.1140263282771,19.875144258695027
2013,December,0.0,16.013212494027613
2020,September,185.06423504719083,28.485287320205284
2013,December,15.407265538397265,18.489488628067118
2012,May,95.20511646290275,25.87150978922
2023,October,49.72991553318314,19.84638869959403
2020,December,2.549618096239041,16.957054669749507
2018,May,106.55362118504478,22.431438274801824
2017,September,189.0050942086107,26.255478397792384
2013,January,10.72854875836849,15.617450488719847
2023,January,0.0,14.865367807983512
2015,October,62.35288698238788,24.458580732425922
2021,September,179.03063056489006,24.146575591208336
2014,May,91.15894657711935,25.343790846876864
2016,February,11.475877493120509,14.665232921241355
2018,October,61.38042924382729,19.96954219000451
2021,September,178.63419089963068,23.213893755098102
2012,April,45.01062931633929,20.301779384027697
2020,September,198.61640083178816,24.396241414396968
2012,August,247.382232631782,24.19836230967191
2022,February,16.382532423109893,17.1984874716731
2021,September,210.03197507458324,24.775632833937344
2010,April,4.330917466710419,14.517266250771952
2010,August,213.31471959765432,28.720673069523688
2017,February,24.9413188792903,16.126900632473347
2019,November,0.0,14.006247051587135
2021,June,218.13820817061176,21.72388879471867
2018,November,1.7171408822816892,15.247510958313846
2020,July,258.40257946063673,22.947892204726173
2022,January,0.0,14.777764330715119
2013,October,38.417566730850126,19.145483469989138
2017,May,118.5126555478049,20.386941453200578
2017,October,40.996658969001444,18.09803544709898
2022,September,191.27553356880182,26.442110031032136
2014,August,240.3968337365792,24.737272193819692
2020,January,0.0,15.739848690835876
2024,June,206.66696446316573,23.3220628024219
